Name,Verdict,Reason,DetectedBrand,AuthenticityReview
B.R.M Chronographes Racing 46mm Titanium BT12,DROP,duplicated description (shared across products),,
Bertolucci Serena Garbo 37mm Stainless Steel Diamonds 303.55.41P2.1BM,KEEP,,,
Omega Seamaster Aqua Terra 150M Small Seconds 38MM 220.10.38.20.10.001,DROP,duplicated description (shared across products),Omega,
Seiko Prospex Speedtimer Mechanical Chronograph 42.5mm SRQ037,KEEP,,Seiko,
Bertolucci Pulchra 36mm Stainless Steel Yellow Gold 115-49,KEEP,,,
Zenith Chronomaster Sport 41mm Rose Gold 18.3101.3600/21.M3100,KEEP,,Zenith,YES
Zenith Defy El Primero 21 Chronograph 44mm Rose Gold 18.9000.9004,KEEP,,Zenith,YES
Zenith Defy Skyline 41mm Stainless Steel 03.9300.3620/51.I001,KEEP,,Zenith,YES
Martin Braun Heliozentric PB 42mm Stainless Steel MB153PB,KEEP,,,
Rolex Submariner Date 40mm Stainless Steel Hulk 116610LV,KEEP,,Rolex,YES
Rolex GMT-Master II 40mm Stainless Steel Batgirl 126710BLNR,KEEP,,Rolex,YES
Franck Muller Cintree Curvex 40mm Black Croco 8880 SC BLK CRO,DROP,duplicated description (shared across products),Franck Muller,
Rolex Day-Date 40 Rose Gold President 228235,KEEP,,Rolex,YES
Ernst Benz Chronolunar Automatic 40mm Stainless Steel 20300,DROP,duplicated description (shared across products),Ernst Benz,
Franck Muller Vanguard 25TH Anniversary Limited Edition 45MM V45CCBRTT,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Skafander 43MM Titanium Automatic SKF43SCTTNRBRNR,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Black Cobra 44MM Automatic V45SCBLKCOBACCOB,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Master Banker 44MM Triple Time Zone V45MBSCDTNR,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Full Back 45MM Titanium Automatic V45SCLCKMCBNT,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Racing 44MM Automatic V45SCRCGVLACB,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Grande Date 44MM Titanium Automatic V45CCGDSQTB,DROP,duplicated description (shared across products),Franck Muller,
Omega Constellation 41MM Stainless Steel 131.33.41.21.06.001,DROP,duplicated description (shared across products),Omega,
Franck Muller Vanguard Racing Miami 44MM Automatic V45SCRCGMIAMLTDBLAC,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Crazy Hours Hom Nguyen 44MM Automatic V45CHHNLT,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Crazy Hours 44MM Automatic V45CHACBRNRGR,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Color Dreams 32MM Stainless Steel Quartz V32QZD,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Classic 32MM Stainless Steel Quartz V32QZDACE-P,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Classic 35MM Stainless Steel Quartz V35QZDCDACD,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Color Dreams 32MM Stainless Steel Quartz V32QZD,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Classic 32MM Stainless Steel Quartz V32QZDACER,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Classic 32MM Rose Gold Quartz V32QZD5NE-PR,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Color Dreams 32MM Stainless Steel Quartz V32QZD,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Classic 32MM Stainless Steel Quartz V32QZDCDACD,DROP,duplicated description (shared across products),Franck Muller,
William Henry Legacy Mammoth Automatic 42mm Limited Edition W1 MT DAM,KEEP,,,
William Henry Legacy Dinosaur Automatic 42mm Limited Edition W1 DB DAM,KEEP,,,
William Henry Legacy Meteorite Automatic 42mm Limited Edition W1 MET M,KEEP,,,
Locman Montecristo Chronograph Automatic 44mm 0516M08S-00WHBKPN,DROP,duplicated description (shared across products),Locman,
Locman Island Quartz 40mm 0613A19S-00PTWHSL,DROP,duplicated description (shared across products),Locman,
Locman Mare 300 MT Chrono Quartz 44mm 0560M01R-0RBKRGSK2,DROP,duplicated description (shared across products),Locman,
Locman Montecristo Automatic 42mm 0537K01S-BKBKORSK,DROP,duplicated description (shared across products),Locman,
Locman Sport Anniversary Chronograph 37mm 0472L22S-LLT0SKCB,DROP,duplicated description (shared across products),Locman,
Locman Ducati Chronograph 42mm D106A07S-00GYYPKY,DROP,duplicated description (shared across products),Locman,
Locman Ducati Chronograph 42mm D105A01S-00BKRPKR,DROP,duplicated description (shared across products),Locman,
Locman Stealth 300 MT Chronograph 46mm 0217V1-0KBKNKS2K,DROP,duplicated description (shared across products),Locman,
Locman Island Quartz 40mm 07S-00GYRDSR,DROP,duplicated description (shared across products),Locman,
Locman 1960 Moonphase 41mm 0256A05A-00AVNKPB,DROP,duplicated description (shared across products),Locman,
Locman Sport Anniversary Chronograph 37mm 040L01S-LLBKSKCS,DROP,duplicated description (shared across products),Locman,
Locman Nuovo Mare Quartz 39mm 0558M14R-0RMWRGB0,DROP,duplicated description (shared across products),Locman,
Locman Montecristo Automatic 42mm 0537A01S-00BKGRSK,DROP,duplicated description (shared across products),Locman,
Locman Sport Anniversary Chronograph 37mm 0472L22S-LLTOGRCG,DROP,duplicated description (shared across products),Locman,
Locman Stealth Lady 33mm 0804R01R-RRBKRGPK,DROP,duplicated description (shared across products),Locman,
Locman Montecristo Chronograph 44mm 051000BKFOR0GOK,DROP,duplicated description (shared across products),Locman,
Locman Montecristo Automatic 41mm 0541A02S-00BLWHPB,DROP,duplicated description (shared across products),Locman,
Locman Ducati Automatic 42mm D104A09S-00CBIPKR,DROP,duplicated description (shared across products),Locman,
Locman Stealth 300 MT Automatic 46mm 0215V3-0KBLNKS2B,DROP,duplicated description (shared across products),Locman,
Locman Nuovo Mare Quartz 39mm 0558A07S-00GYFXSF,DROP,duplicated description (shared across products),Locman,
Locman 1960 Automatic 42mm 0255R02R-RRBLRGPB,DROP,duplicated description (shared across products),Locman,
Locman Island Chrono Quartz 40mm 0618B02S-BLBLWHSB,DROP,duplicated description (shared across products),Locman,
Locman Montecristo Automatic 42MM 0537A01S-00BKSKB0,DROP,duplicated description (shared across products),Locman,
Locman Sport Anniversary 37mm 0471L01S-LLBKORCO,DROP,duplicated description (shared across products),Locman,
Locman Ducati Chronograph 42mm D107A09S-00CBIPKR,DROP,duplicated description (shared across products),Locman,
Locman Stealth 300 MT Automatic 46mm 0216V4-CBCB5N0S2K,DROP,duplicated description (shared across products),Locman,
Jean d'Eve Sectora Stainless Steel,KEEP,,,
Locman Montecristo Chronograph 41mm 0542A01S-00BKORPK,DROP,duplicated description (shared across products),Locman,
Alpina Startimer Pilot Automatic AL-525X4TSP34/6,DROP,duplicated description (shared across products),Alpina,
Alpina Alpiner 4 Automatic 44mm Stainless Steel AL-525X5AQ6,DROP,duplicated description (shared across products),Alpina Alpiner,
Alsta Nautoscaph IV Automatic 40mm Stainless Steel,DROP,duplicated description (shared across products),,
Movado BOLD 30mm Stainless Steel MB.01.1.14.6132,KEEP,,Movado,
Gucci Model 2000 30mm Quartz Stainless Steel 814057,KEEP,,Gucci,
Gucci G-Flat 30mm Quartz Stainless Steel 811581,KEEP,,Gucci,
Gucci G-Timeless Collection 29mm Quartz 785303,KEEP,,Gucci,
Gucci G-Timeless Collection 38mm Quartz 793973,KEEP,,Gucci,
Gucci G-Timeless Collection 42mm Bee Automatic 750377,DROP,duplicated description (shared across products),Gucci,
Gucci Dive 40mm Automatic 796781,DROP,duplicated description (shared across products),Gucci,
Gucci G-Timeless Collection 40mm Automatic 783396,DROP,duplicated description (shared across products),Gucci,
Gucci G-Timeless Collection 40mm Automatic 783403,DROP,duplicated description (shared across products),Gucci,
Gucci G-Chrono 44mm Quartz 393106,KEEP,,Gucci,
Gucci Dive 40mm Blue Rubber Automatic 796773,KEEP,,Gucci,
Gucci Dive 40mm Automatic Green Red Nylon 796763,KEEP,,Gucci,
Gucci Dive 40mm Automatic 796807,DROP,duplicated description (shared across products),Gucci,
Gucci 25H's Streamline 38mm Quartz Blue Leather 753204,KEEP,,Gucci,
Gucci 25H's Streamline 38mm Quartz 673804,KEEP,,Gucci,
Gucci 25H's Streamline 34mm Diamond Bezel 673109,KEEP,,Gucci,
Gucci Interlocking G Small Seconds 29mm Quartz Diamonds 796857,KEEP,,Gucci,
Frederique Constant Manufacture Classic Moonphase Date FC-716GR3H6,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Slimline Ladies FC-220LPD1SD26B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classics Carrée Small Seconds Diamonds FC-235S2CD6,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Manufacture Classic Date FC-706SAL3H6,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Manufacture Classic Moonphase Date FC-716S3H6,DROP,duplicated description (shared across products),Frederique Constant,
Hublot Big Bang Ferrari Carbon Red Magic Limited Edition 401.QX.0123.V,DROP,duplicated description (shared across products),Hublot,
Frederique Constant Classics Heart Beat Automatic FC-311S4C24,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classics Runabout Automatic Limited Edition FC-303,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classics Heart Beat Automatic FC-311N4C26,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Manufacture Classic Tourbillon Limited Edition FC-,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Automatic FC-303LP2NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classic Power Reserve Big Date Limited Edition FC-,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Slimline Ladies FC-220LBD1SD26B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classics Heart Beat Moonphase Date FC-335MCGRW4P26,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Automatic FC-303PD2NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Quartz FC-240VD2NH3B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classics Runabout Automatic Limited Edition FC-303,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Quartz FC-240LND2NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303N4NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Heart Beat Automatic FC-310N4NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303G3NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Automatic FC-303LPD2NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Quartz FC-240MPWD2NHD2B-SS,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Heart Beat Automatic FC-310VD2NH2B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC 39mm FC-303BBG3NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303V4NH2B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Quartz FC-240LND2NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Quartz FC-240VD2NH3B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classics Runabout Automatic Limited Edition FC-303,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Heart Beat Automatic FC-310B4NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303C3NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Classics Runabout Automatic Limited Edition FC-303,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303N4NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Quartz FC-240VD2NH3B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303BL3NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Ladies Quartz FC-240CD2NH2B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303S3NH26B,DROP,duplicated description (shared across products),Frederique Constant,
Frederique Constant Highlife Automatic COSC FC-303GRS3NH6B,DROP,duplicated description (shared across products),Frederique Constant,
Alpina Seastrong Diver Extreme Automatic AL-525NG3VE6B,KEEP,,Alpina,
Alpina Alpiner Extreme Automatic AL-525TB3AE6B,DROP,duplicated description (shared across products),Alpina Alpiner,
Alpina Alpiner Extreme Automatic AL-525BG3AE6B,KEEP,,Alpina Alpiner,
Alpina Alpiner Extreme Automatic AL-525CH4AE6B,DROP,duplicated description (shared across products),Alpina Alpiner,
Alpina Seastrong Diver Extreme Automatic AL-525BO3VE6,KEEP,,Alpina,
Alpina Alpiner Extreme Automatic AL-525G4AE6B,DROP,duplicated description (shared across products),Alpina Alpiner,
Alpina Seastrong Diver Extreme Automatic AL-525N3VE6,KEEP,,Alpina,
Alpina Alpiner Extreme Automatic AL-525B4AE6,DROP,duplicated description (shared across products),Alpina Alpiner,
Accutron Electrostatic Spaceview Evolution X Hudson Whiskey Limited Ed,KEEP,,Accutron,
Accutron Astronaut GMT Blue Day/Night Bezel 27B202,DROP,duplicated description (shared across products),Accutron,
Accutron Astronaut LTI Grade 5 Titanium 26B204A,DROP,duplicated description (shared across products),Accutron,
Accutron Electrostatic Spaceview Evolution X Hudson Whiskey Limited Ed,DROP,duplicated description (shared across products),Accutron,
Accutron Electrostatic Spaceview Evolution X Hudson Whiskey Limited Ed,KEEP,,Accutron,
Victorinox Journey 1884 43mm Stainless Steel 242009,DROP,duplicated description (shared across products),Victorinox,
Victorinox I.N.O.X. Mechanical 43mm Stainless Steel 241834,DROP,duplicated description (shared across products),Victorinox,
Victorinox I.N.O.X. Mechanical 43mm Stainless Steel 241835,DROP,duplicated description (shared across products),Victorinox,
Victorinox Journey 1884 Automatic 43mm Stainless Steel 241981,DROP,duplicated description (shared across products),Victorinox,
Victorinox Fieldforce 42mm Stainless Steel 241851,DROP,duplicated description (shared across products),Victorinox,
Victorinox Alliance Sport Chronograph 44mm Stainless Steel 241817,DROP,duplicated description (shared across products),Victorinox,
Victorinox I.N.O.X. Carbon Mechanical 43mm 241866,DROP,duplicated description (shared across products),Victorinox,
Victorinox Maverick Large 43mm Stainless Steel 241934,DROP,duplicated description (shared across products),Victorinox,
Victorinox I.N.O.X. 43mm Stainless Steel 241688.1,DROP,duplicated description (shared across products),Victorinox,
Victorinox Fieldforce Chronograph 42mm Stainless Steel 241855,DROP,duplicated description (shared across products),Victorinox,
Victorinox I.N.O.X. Carbon 43mm 241860,KEEP,,Victorinox,
Victorinox Fieldforce 42mm Stainless Steel 241846,DROP,duplicated description (shared across products),Victorinox,
Victorinox  I.N.O.X. V 37mm Stainless Steel 241768,KEEP,,Victorinox,
Victorinox Alliance 40mm Stainless Steel 241803,DROP,duplicated description (shared across products),Victorinox,
Victorinox Alliance Sport Chronograph 44mm Stainless Steel 241816,DROP,duplicated description (shared across products),Victorinox,
King Seiko KS1969 Automatic Stainless Steel SJE113,KEEP,,Seiko,
King Seiko KSK Modern Re-Interpretation Automatic SPB457,KEEP,,Seiko,
King Seiko KS1969 Automatic Stainless Steel SJE111,KEEP,,Seiko,
King Seiko KS1969 Automatic Stainless Steel SJE109,KEEP,,Seiko,
King Seiko KS1969 Automatic Stainless Steel SJE111,KEEP,,Seiko,
Seiko Prospex Marinemaster 1965 Heritage Diver's SJE119,KEEP,,Seiko,
Seiko Prospex Marinemaster 1968 Heritage Diver's SLA077,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Marinemaster 1965 Heritage Diver's SJE117,KEEP,,Seiko,
Seiko Prospex Marinemaster 1968 Heritage Diver's SLA079,KEEP,,Seiko,
Seiko Prospex Marinemaster 1968 Heritage Diver's SLA077,KEEP,,Seiko,
Seiko Presage Classic Series Automatic Araigaki Dial SPB467,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Marinemaster 1968 Heritage Diver's SLA077,KEEP,,Seiko,
Seiko Prospex Marinemaster 1968 Heritage Diver's SLA079,KEEP,,Seiko,
Seiko Coutura Collection Stainless Steel SUR585,KEEP,,Seiko,
Seiko Diamonds Collection Stainless Steel SUR581,KEEP,,Seiko,
Seiko Diamonds Collection Stainless Steel SRZ535,KEEP,,Seiko,
Seiko Essentials Collection Two-Tone Stainless Steel SUR438,KEEP,,Seiko,
Seiko Essentials Collection Discover More SUR561,KEEP,,Seiko,
Seiko Prospex Marinemaster 1965 Heritage Diver's SJE119,KEEP,,Seiko,
Seiko Prospex Marinemaster 1965 Heritage Diver's SJE117,KEEP,,Seiko,
Seiko 5 Sports SKX Sports Style GMT Series Automatic SSK001,DROP,duplicated description (shared across products),Seiko,
Seiko Astron GPS Solar Dual-Time Chronograph SSH151,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Sea Automatic Diver Samurai SRPL11,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Speedtimer Solar Chronograph SSC943,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Speedtimer Solar Chronograph SSC945,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports Field GMT Stainless Steel SSK023,KEEP,,Seiko,
Seiko 5 Sports SNXS Series SRPK91,KEEP,,Seiko,
Seiko Prospex Marinemaster 1965 Heritage Diver's Modern Re-Interpretat,KEEP,,Seiko,
Seiko 5 Sports SNXS Series SRPK87,KEEP,,Seiko,
Seiko Prospex 1965 Heritage Diver's Modern Re-Interpretation SPB143,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports SNXS Series SRPK89,KEEP,,Seiko,
Seiko Prospex Marinemaster 1965 Diver's Re-Interpretation Limited Edit,KEEP,,Seiko,
Seiko Presage Craftsmanship Series Nausicaä of the Valley of the Wind ,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Sea Diver's 200m Black Series Limited Edition SPB433,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports Street Fighter V Collaboration Guile Limited Edition SR,DROP,duplicated description (shared across products),Seiko,
Seiko 5 Sports SKX Sense Style Masked Rider Limited Edition SRPJ91,DROP,duplicated description (shared across products),Seiko,
Seiko Prospex Solar Analog-Digital Diver SNJ025,DROP,duplicated description (shared across products),Seiko,
Junghans Pilot Chronoscope USA Edition 27/3395.00,DROP,duplicated description (shared across products),Junghans,
Junghans Pilot Chronoscope Automatic 27/3492.00,DROP,duplicated description (shared across products),Junghans,
Junghans Meister S Automatic 27/4210.44,DROP,duplicated description (shared across products),Junghans,
Omega Speedmaster Dark Side Of The Moon 44.25MM Black Ceramic 311.92.4,DROP,duplicated description (shared across products),Omega,
Junghans Pilot Automatic 27/4490.00,DROP,duplicated description (shared across products),Junghans,
Junghans Meister Fein Chronoscope MEGA Solar 59/4200.00,DROP,duplicated description (shared across products),Junghans,
Junghans FORM A Chronoscope English Date 27/4371.01,DROP,duplicated description (shared across products),Junghans,
Junghans Pilot Chronoscope USA Edition 27/3395.00,DROP,duplicated description (shared across products),Junghans,
Junghans Meister Chronoscope English Date Automatic 27/4429.47,DROP,duplicated description (shared across products),Junghans,
Junghans Pilot Chronoscope Desert 27/3398.00,DROP,duplicated description (shared across products),Junghans,
Ernst Benz Traditional Jewel Chronosport 36MM Automatic GC30213D,DROP,duplicated description (shared across products),Ernst Benz,
Rolex GMT-Master II 40mm Stainless Steel 126710BLRO,KEEP,,Rolex,YES
Girard-Perregaux Laureato 42MM 81010-11-3153-1CM,DROP,duplicated description (shared across products),Girard-Perregaux,
Tudor Pelagos 42mm Titanium M25600TB,KEEP,,Tudor,YES
Tag Heuer Aquaracer Professional 300 Date 43mm Titanium WBP208B,DROP,duplicated description (shared across products),TAG Heuer,
Mathey-Tissot X Massena LAB Chronograph '68 Limited Edition H1968CHNR,DROP,duplicated description (shared across products),Tissot,
Tag Heuer Formula 1 Quartz 37mm Stainless Steel Ceramic WAH1211,KEEP,,TAG Heuer,YES
Breitling Chronomat 32 Stainless Steel A77310,DROP,duplicated description (shared across products),Breitling,
Pasha de Cartier Seatimer 40mm Stainless Steel 2790,DROP,duplicated description (shared across products),Cartier,
Seiko Prospex Sea 1968 Diver's Watch 55th Anniversary Limited Edition ,KEEP,,Seiko,
Rolex Submariner Date 40mm Stainless Steel Yellow Gold 16613,KEEP,,Rolex,YES
Rolex Cellini 23mm Yellow Gold 3811,KEEP,,Rolex,YES
Breitling Galactic Lady 29mm Stainless Steel W72348,DROP,duplicated description (shared across products),Breitling,
Tudor Black Bay Chrono 41mm Stainless Steel 79360,KEEP,,Tudor,YES
Breitling Navitimer B01 Chronograph 43mm Stainless Steel AB0120,DROP,duplicated description (shared across products),Breitling,
Bremont Altitude Martin-Baker MB Savanna Titanium MB-SAVANNA-R-S,KEEP,,,
Tag Heuer Aquaracer Chronograph 43mm Stainless Steel CAY2112-2,KEEP,,TAG Heuer,YES
Rolex Datejust 36 Stainless Steel 16200,KEEP,,Rolex,YES
Ulysse Nardin Blast Tourbillon 45mm 1725-400-3A/3A,KEEP,,Ulysse Nardin,YES
IWC Platinum Portugieser Minute Repetition,DROP,duplicated description (shared across products),IWC,
Rolex 18 Karat Yellow Gold Submariner Black / Black 41MM,KEEP,,Rolex,YES
Audemars Piguet Royal Oak Offshore Selfwinding Chronograph 26405CE.OO.,DROP,duplicated description (shared across products),Audemars Piguet,
Cvstos Sealiner PS Sapphire Turquoise Limited Edition C00103.4183002,DROP,duplicated description (shared across products),Cvstos,
Cvstos Sealiner PS Sapphire Turquoise Limited Edition C00103.4183002,DROP,duplicated description (shared across products),Cvstos,
Rolex 18 Karat Yellow Gold Submariner Black/Black,KEEP,,Rolex,YES
Rolex Yellow Gold Yacht-Master II,KEEP,,Rolex,YES
Rolex 18 Karat Yellow Gold Submariner Blue / Blue 40MM,KEEP,,Rolex,YES
Omega Speedmaster Moonwatch Professional 42MM Canopus Gold 310.60.42.5,DROP,duplicated description (shared across products),Omega,
Rolex 18 Karat White Gold GMT Master II “Pepsi” 2023,KEEP,,Rolex,YES
Rolex GMT-Master 40mm Yellow Gold 16758,KEEP,,Rolex,YES
Cvstos Metropolitan PS Sapphire / SQLT Green Limited Edition F00103.42,DROP,duplicated description (shared across products),Cvstos,
IWC 18 Karat Rose Gold Portuguese Perpetual Calendar,DROP,duplicated description (shared across products),IWC,
Omega Seamaster Aqua Terra 150M 41MM Rose Gold 220.50.41.21.03.001,DROP,duplicated description (shared across products),Omega,
Rolex Oyster Perpetual 26mm Stainless Steel Yellow Gold 6621,KEEP,,Rolex,YES
Omega Constellation 28MM Stainless Steel Yellow Gold 131.20.28.60.05.0,DROP,duplicated description (shared across products),Omega,
Rolex Submariner Date 40mm Stainless Steel 16610,KEEP,,Rolex,YES
Seiko Prospex Sea 1965 Diver's Modern Re-Interpretation 55th Anniversa,DROP,duplicated description (shared across products),Seiko,
Rolex Datejust 36 Stainless Steel Yellow Gold 16233,KEEP,,Rolex,YES
Omega Speedmaster Moonwatch Professional Chronograph 42MM 145.0022,DROP,duplicated description (shared across products),Omega,
Girard-Perregaux Vintage 1945 Stainless Steel 2591,DROP,duplicated description (shared across products),Girard-Perregaux,
Franck Muller Vanguard New Tone Diamonds V35S6SQTNRMVTNTBLDAC,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Colorado Grand Limited Edition V45SCRCGCOVRTTBR,DROP,duplicated description (shared across products),Franck Muller,
Ulysse Nardin Lady Diver 39mm 8163-182B-3/13,KEEP,,Ulysse Nardin,YES
Franck Muller Vanguard Yachting Microblasted Ceramic V45SCYACHTCRNRMCW,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Colorado Grand Limited Edition V45SCRCGCOERACSI,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Lady Slim Vintage 35mm Rose Gold Automatic V35S,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard 44MM Forged Carbon Automatic V45SCCBNRCARBBL,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard 44MM Forged Carbon Automatic V45SCCBNRCARBRGE,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Curvex CX Classic 40mm Stainless Steel Automatic CX40SCA,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard Yachting 44mm Stainless Steel Automatic V45SCYA,DROP,duplicated description (shared across products),Franck Muller,
Franck Muller Vanguard 44mm Black Titanium V45SCBRNRTTCB-R,DROP,duplicated description (shared across products),Franck Muller,
Girard-Perregaux Laureato Chronograph TI49 42MM Titanium 81020-21-3263,DROP,duplicated description (shared across products),Girard-Perregaux,
Ulysse Nardin Freak X OPS 43mm 2303-270-2A-KAKI/0B,KEEP,,Ulysse Nardin,YES
Omega Constellation Globemaster Annual Calendar 41MM Rose Gold 130.53.,DROP,duplicated description (shared across products),Omega,
Accutron Electrostatic Spaceview 2020 Yellow Gold 2ES7A001,DROP,duplicated description (shared across products),Accutron,
Franck Muller Vanguard Bill Auberlen Skeleton Rose Gold V45SCSQTRCGBA5,DROP,duplicated description (shared across products),Franck Muller,
Girard-Perregaux Laureato Neo Bridges Earth to Sky Edition 84000-21-63,DROP,duplicated description (shared across products),Girard-Perregaux,
Omega Specialties Paris 2024 39MM Bronze Gold Edition 522.92.39.21.99.,DROP,duplicated description (shared across products),Omega,
Omega Speedmaster Moonwatch Professional 42MM Sedna Gold Steel 310.20.,DROP,duplicated description (shared across products),Omega,
Omega Seamaster Aqua Terra 150M 38MM Stainless Steel 220.10.38.20.01.0,DROP,duplicated description (shared across products),Omega,
Omega Seamaster Aqua Terra Shades 38MM Stainless Steel 220.10.38.20.13,DROP,duplicated description (shared across products),Omega,
Omega Seamaster Diver 300M 42MM Stainless Steel PARIS 2024  522.21.42.,DROP,duplicated description (shared across products),Omega,
Omega Seamaster Aqua Terra Shades 38MM Gold Stainless Steel 220.20.38.,DROP,duplicated description (shared across products),Omega,
Omega Seamaster Diver 300M 42MM Stainless Steel PARIS 2024  522.21.42.,DROP,duplicated description (shared across products),Omega,
Omega Seamaster Aqua Terra 150M 41MM Stainless Steel 220.10.41.21.03.0,DROP,duplicated description (shared across products),Omega,
Omega Constellation 41MM Stainless Steel 131.30.41.21.99.003,DROP,duplicated description (shared across products),Omega,
Girard-Perregaux 1966 Full Calendar Rose Gold 49535-52-151-BK6A,DROP,duplicated description (shared across products),Girard-Perregaux,
Arnold & Son Perpetual Moon Obsidian Dial Rose Gold 1GLAR.Z01A.C154A,DROP,duplicated description (shared across products),,
Omega Seamaster Planet Ocean 600M 43.5MM Titanium 215.92.44.21.99.001,DROP,duplicated description (shared across products),Omega,
Alpina Alpiner Extreme Automatic California AL-525BB4AE6,DROP,duplicated description (shared across products),Alpina Alpiner,
Alpina Seastrong Diver Extreme Automatic GMT AL-560LG3VE6,DROP,duplicated description (shared across products),Alpina,
Alpina Alpiner Extreme Automatic AL-525N4AE6,DROP,duplicated description (shared across products),Alpina Alpiner,
Alpina Alpiner Extreme Automatic California AL-525BB4AE6,DROP,duplicated description (shared across products),Alpina Alpiner,
Glashutte Original Pavonina Quartz 31mm Stainless Steel 1-03-01-10-12-,DROP,duplicated description (shared across products),Glashutte,
Longines Primaluna Automatic 30mm Stainless Steel L8.113.4.71.6,KEEP,,Longines,
Ernst Benz Chronolunar Automatic 47mm GC10311,DROP,duplicated description (shared across products),Ernst Benz,
